CLASS	METHOD	PARAMETER	INDEX
com.google.gson.Gson	Gson(com.google.gson.internal.Excluder,com.google.gson.FieldNamingStrategy,java.util.Map,boolean,boolean,boolean,boolean,boolean,boolean,boolean,com.google.gson.LongSerializationPolicy,java.lang.String,int,int,java.util.List,java.util.List,java.util.List)	datePattern	11
com.google.gson.Gson	Gson(com.google.gson.internal.Excluder,com.google.gson.FieldNamingStrategy,java.util.Map,boolean,boolean,boolean,boolean,boolean,boolean,boolean,com.google.gson.LongSerializationPolicy,java.lang.String,int,int,java.util.List,java.util.List,java.util.List)	complexMapKeySerialization	4
com.google.gson.Gson	Gson(com.google.gson.internal.Excluder,com.google.gson.FieldNamingStrategy,java.util.Map,boolean,boolean,boolean,boolean,boolean,boolean,boolean,com.google.gson.LongSerializationPolicy,java.lang.String,int,int,java.util.List,java.util.List,java.util.List)	serializeNulls	3
com.google.gson.Gson	Gson(com.google.gson.internal.Excluder,com.google.gson.FieldNamingStrategy,java.util.Map,boolean,boolean,boolean,boolean,boolean,boolean,boolean,com.google.gson.LongSerializationPolicy,java.lang.String,int,int,java.util.List,java.util.List,java.util.List)	generateNonExecutableGson	5
com.google.gson.Gson	Gson(com.google.gson.internal.Excluder,com.google.gson.FieldNamingStrategy,java.util.Map,boolean,boolean,boolean,boolean,boolean,boolean,boolean,com.google.gson.LongSerializationPolicy,java.lang.String,int,int,java.util.List,java.util.List,java.util.List)	htmlSafe	6
com.google.gson.Gson	Gson(com.google.gson.internal.Excluder,com.google.gson.FieldNamingStrategy,java.util.Map,boolean,boolean,boolean,boolean,boolean,boolean,boolean,com.google.gson.LongSerializationPolicy,java.lang.String,int,int,java.util.List,java.util.List,java.util.List)	builderFactories	14
com.google.gson.Gson	doubleAdapter(boolean)	serializeSpecialFloatingPointValues	0
com.google.gson.Gson$1	read(com.google.gson.stream.JsonReader)	in	0
com.google.gson.Gson$1	write(com.google.gson.stream.JsonWriter,java.lang.Number)	value	1
com.google.gson.Gson$1	write(com.google.gson.stream.JsonWriter,java.lang.Number)	out	0
com.google.gson.Gson	floatAdapter(boolean)	serializeSpecialFloatingPointValues	0
com.google.gson.Gson$2	read(com.google.gson.stream.JsonReader)	in	0
com.google.gson.Gson$2	write(com.google.gson.stream.JsonWriter,java.lang.Number)	value	1
com.google.gson.Gson$2	write(com.google.gson.stream.JsonWriter,java.lang.Number)	out	0
com.google.gson.Gson	checkValidFloatingPoint(double)	value	0
com.google.gson.Gson	longAdapter(com.google.gson.LongSerializationPolicy)	longSerializationPolicy	0
com.google.gson.Gson$3	read(com.google.gson.stream.JsonReader)	in	0
com.google.gson.Gson$3	write(com.google.gson.stream.JsonWriter,java.lang.Number)	out	0
com.google.gson.Gson$3	write(com.google.gson.stream.JsonWriter,java.lang.Number)	value	1
com.google.gson.Gson	atomicLongAdapter(com.google.gson.TypeAdapter)	longAdapter	0
com.google.gson.Gson	atomicLongArrayAdapter(com.google.gson.TypeAdapter)	longAdapter	0
com.google.gson.Gson$5	write(com.google.gson.stream.JsonWriter,java.util.concurrent.atomic.AtomicLongArray)	value	1
com.google.gson.Gson$5	write(com.google.gson.stream.JsonWriter,java.util.concurrent.atomic.AtomicLongArray)	out	0
com.google.gson.Gson$5	read(com.google.gson.stream.JsonReader)	in	0
com.google.gson.Gson	getAdapter(com.google.gson.reflect.TypeToken)	type	0
com.google.gson.Gson	getDelegateAdapter(com.google.gson.TypeAdapterFactory,com.google.gson.reflect.TypeToken)	skipPast	0
com.google.gson.Gson	getDelegateAdapter(com.google.gson.TypeAdapterFactory,com.google.gson.reflect.TypeToken)	type	1
com.google.gson.Gson	toJsonTree(java.lang.Object)	src	0
com.google.gson.Gson	toJson(java.lang.Object)	src	0
com.google.gson.Gson	toJson(java.lang.Object,java.lang.Appendable)	src	0
com.google.gson.Gson	toJson(java.lang.Object,java.lang.reflect.Type,com.google.gson.stream.JsonWriter)	writer	2
com.google.gson.Gson	newJsonWriter(java.io.Writer)	writer	0
com.google.gson.Gson	newJsonReader(java.io.Reader)	reader	0
com.google.gson.Gson	toJson(com.google.gson.JsonElement,com.google.gson.stream.JsonWriter)	writer	1
com.google.gson.Gson	fromJson(java.lang.String,java.lang.reflect.Type)	json	0
com.google.gson.Gson	assertFullConsumption(java.lang.Object,com.google.gson.stream.JsonReader)	obj	0
com.google.gson.Gson	assertFullConsumption(java.lang.Object,com.google.gson.stream.JsonReader)	reader	1
com.google.gson.Gson	fromJson(com.google.gson.stream.JsonReader,java.lang.reflect.Type)	reader	0
com.google.gson.Gson	fromJson(com.google.gson.JsonElement,java.lang.reflect.Type)	json	0
com.google.gson.Gson$FutureTypeAdapter	setDelegate(com.google.gson.TypeAdapter)	typeAdapter	0
com.google.gson.GsonBuilder	GsonBuilder(com.google.gson.Gson)	gson	0
com.google.gson.GsonBuilder	setLongSerializationPolicy(com.google.gson.LongSerializationPolicy)	serializationPolicy	0
com.google.gson.GsonBuilder	setFieldNamingPolicy(com.google.gson.FieldNamingPolicy)	namingConvention	0
com.google.gson.GsonBuilder	setFieldNamingStrategy(com.google.gson.FieldNamingStrategy)	fieldNamingStrategy	0
com.google.gson.GsonBuilder	setExclusionStrategies(com.google.gson.ExclusionStrategy[])	strategies	0
com.google.gson.GsonBuilder	setDateFormat(java.lang.String)	pattern	0
com.google.gson.GsonBuilder	setDateFormat(int)	style	0
com.google.gson.GsonBuilder	setDateFormat(int,int)	dateStyle	0
com.google.gson.GsonBuilder	setDateFormat(int,int)	timeStyle	1
com.google.gson.GsonBuilder	registerTypeAdapter(java.lang.reflect.Type,java.lang.Object)	typeAdapter	1
com.google.gson.GsonBuilder	registerTypeHierarchyAdapter(java.lang.Class,java.lang.Object)	typeAdapter	1
com.google.gson.GsonBuilder	addTypeAdaptersForDate(java.lang.String,int,int,java.util.List)	timeStyle	2
com.google.gson.GsonBuilder	addTypeAdaptersForDate(java.lang.String,int,int,java.util.List)	datePattern	0
com.google.gson.GsonBuilder	addTypeAdaptersForDate(java.lang.String,int,int,java.util.List)	factories	3
com.google.gson.GsonBuilder	addTypeAdaptersForDate(java.lang.String,int,int,java.util.List)	dateStyle	1
com.google.gson.internal.Excluder	withVersion(double)	ignoreVersionsAfter	0
com.google.gson.internal.Excluder	withModifiers(int[])	modifiers	0
com.google.gson.internal.Excluder	withExclusionStrategy(com.google.gson.ExclusionStrategy,boolean,boolean)	serialization	1
com.google.gson.internal.Excluder	withExclusionStrategy(com.google.gson.ExclusionStrategy,boolean,boolean)	deserialization	2
com.google.gson.internal.Excluder	create(com.google.gson.Gson,com.google.gson.reflect.TypeToken)	type	1
com.google.gson.internal.Excluder	create(com.google.gson.Gson,com.google.gson.reflect.TypeToken)	gson	0
com.google.gson.internal.Excluder$1	read(com.google.gson.stream.JsonReader)	in	0
com.google.gson.internal.Excluder$1	write(com.google.gson.stream.JsonWriter,T)	out	0
com.google.gson.internal.Excluder	excludeField(java.lang.reflect.Field,boolean)	field	0
com.google.gson.internal.Excluder	excludeField(java.lang.reflect.Field,boolean)	serialize	1
com.google.gson.internal.Excluder	excludeClassInStrategy(java.lang.Class,boolean)	serialize	1
com.google.gson.internal.Excluder	isAnonymousOrLocal(java.lang.Class)	clazz	0
com.google.gson.internal.Excluder	isInnerClass(java.lang.Class)	clazz	0
com.google.gson.internal.Excluder	isStatic(java.lang.Class)	clazz	0
com.google.gson.internal.Excluder	isValidSince(com.google.gson.annotations.Since)	annotation	0
com.google.gson.internal.Excluder	isValidUntil(com.google.gson.annotations.Until)	annotation	0
com.google.gson.LongSerializationPolicy$1	serialize(java.lang.Long)	value	0
com.google.gson.FieldNamingPolicy$1	translateName(java.lang.reflect.Field)	f	0
com.google.gson.FieldNamingPolicy	separateCamelCase(java.lang.String,java.lang.String)	name	0
com.google.gson.FieldNamingPolicy	upperCaseFirstLetter(java.lang.String)	name	0
com.google.gson.FieldAttributes	FieldAttributes(java.lang.reflect.Field)	f	0
com.google.gson.FieldAttributes	hasModifier(int)	modifier	0
com.google.gson.JsonObject	equals(java.lang.Object)	o	0
com.google.gson.JsonArray	JsonArray(int)	capacity	0
com.google.gson.JsonArray	add(com.google.gson.JsonElement)	element	0
com.google.gson.JsonArray	equals(java.lang.Object)	o	0
com.google.gson.JsonPrimitive	equals(java.lang.Object)	obj	0
com.google.gson.JsonPrimitive	isIntegral(com.google.gson.JsonPrimitive)	primitive	0
com.google.gson.JsonNull	equals(java.lang.Object)	other	0
com.google.gson.internal.LinkedTreeMap$1	compare(java.lang.Comparable,java.lang.Comparable)	a	0
com.google.gson.internal.LinkedTreeMap	LinkedTreeMap(java.util.Comparator)	comparator	0
com.google.gson.internal.LinkedTreeMap	put(K,V)	key	0
com.google.gson.internal.LinkedTreeMap	put(K,V)	value	1
com.google.gson.internal.LinkedTreeMap	find(K,boolean)	key	0
com.google.gson.internal.LinkedTreeMap	find(K,boolean)	create	1
com.google.gson.internal.LinkedTreeMap	findByObject(java.lang.Object)	key	0
com.google.gson.internal.LinkedTreeMap	equal(java.lang.Object,java.lang.Object)	b	1
com.google.gson.internal.LinkedTreeMap	equal(java.lang.Object,java.lang.Object)	a	0
com.google.gson.internal.LinkedTreeMap	removeInternal(com.google.gson.internal.LinkedTreeMap.Node,boolean)	node	0
com.google.gson.internal.LinkedTreeMap	removeInternal(com.google.gson.internal.LinkedTreeMap.Node,boolean)	unlink	1
com.google.gson.internal.LinkedTreeMap	replaceInParent(com.google.gson.internal.LinkedTreeMap.Node,com.google.gson.internal.LinkedTreeMap.Node)	node	0
com.google.gson.internal.LinkedTreeMap	replaceInParent(com.google.gson.internal.LinkedTreeMap.Node,com.google.gson.internal.LinkedTreeMap.Node)	replacement	1
com.google.gson.internal.LinkedTreeMap	rebalance(com.google.gson.internal.LinkedTreeMap.Node,boolean)	unbalanced	0
com.google.gson.internal.LinkedTreeMap	rebalance(com.google.gson.internal.LinkedTreeMap.Node,boolean)	insert	1
com.google.gson.internal.LinkedTreeMap	rotateLeft(com.google.gson.internal.LinkedTreeMap.Node)	root	0
com.google.gson.internal.LinkedTreeMap	rotateRight(com.google.gson.internal.LinkedTreeMap.Node)	root	0
com.google.gson.internal.LinkedTreeMap$Node	Node(com.google.gson.internal.LinkedTreeMap.Node,K,com.google.gson.internal.LinkedTreeMap.Node,com.google.gson.internal.LinkedTreeMap.Node)	key	1
com.google.gson.internal.LinkedTreeMap$Node	Node(com.google.gson.internal.LinkedTreeMap.Node,K,com.google.gson.internal.LinkedTreeMap.Node,com.google.gson.internal.LinkedTreeMap.Node)	next	2
com.google.gson.internal.LinkedTreeMap$Node	Node(com.google.gson.internal.LinkedTreeMap.Node,K,com.google.gson.internal.LinkedTreeMap.Node,com.google.gson.internal.LinkedTreeMap.Node)	parent	0
com.google.gson.internal.LinkedTreeMap$Node	Node(com.google.gson.internal.LinkedTreeMap.Node,K,com.google.gson.internal.LinkedTreeMap.Node,com.google.gson.internal.LinkedTreeMap.Node)	prev	3
com.google.gson.internal.LinkedTreeMap$Node	setValue(V)	value	0
com.google.gson.internal.LinkedTreeMap$Node	equals(java.lang.Object)	o	0
com.google.gson.internal.LinkedTreeMap$EntrySet	contains(java.lang.Object)	o	0
com.google.gson.internal.LinkedTreeMap$EntrySet	remove(java.lang.Object)	o	0
com.google.gson.reflect.TypeToken	getSuperclassTypeParameter(java.lang.Class)	subclass	0
com.google.gson.reflect.TypeToken	isAssignableFrom(java.lang.reflect.Type)	from	0
com.google.gson.reflect.TypeToken	isAssignableFrom(java.lang.reflect.Type,java.lang.reflect.GenericArrayType)	from	0
com.google.gson.reflect.TypeToken	isAssignableFrom(java.lang.reflect.Type,java.lang.reflect.GenericArrayType)	to	1
com.google.gson.reflect.TypeToken	isAssignableFrom(java.lang.reflect.Type,java.lang.reflect.ParameterizedType,java.util.Map)	from	0
com.google.gson.reflect.TypeToken	isAssignableFrom(java.lang.reflect.Type,java.lang.reflect.ParameterizedType,java.util.Map)	to	1
com.google.gson.reflect.TypeToken	isAssignableFrom(java.lang.reflect.Type,java.lang.reflect.ParameterizedType,java.util.Map)	typeVarMap	2
com.google.gson.reflect.TypeToken	typeEquals(java.lang.reflect.ParameterizedType,java.lang.reflect.ParameterizedType,java.util.Map)	to	1
com.google.gson.reflect.TypeToken	typeEquals(java.lang.reflect.ParameterizedType,java.lang.reflect.ParameterizedType,java.util.Map)	from	0
com.google.gson.reflect.TypeToken	buildUnexpectedTypeError(java.lang.reflect.Type,java.lang.Class[])	expected	1
com.google.gson.reflect.TypeToken	matches(java.lang.reflect.Type,java.lang.reflect.Type,java.util.Map)	to	1
com.google.gson.reflect.TypeToken	matches(java.lang.reflect.Type,java.lang.reflect.Type,java.util.Map)	from	0
com.google.gson.reflect.TypeToken	equals(java.lang.Object)	o	0
com.google.gson.reflect.TypeToken	get(java.lang.reflect.Type)	type	0
com.google.gson.reflect.TypeToken	get(java.lang.Class)	type	0
com.google.gson.TypeAdapter	toJson(java.io.Writer,T)	out	0
com.google.gson.TypeAdapter$1	write(com.google.gson.stream.JsonWriter,T)	out	0
com.google.gson.TypeAdapter$1	write(com.google.gson.stream.JsonWriter,T)	value	1
com.google.gson.TypeAdapter$1	read(com.google.gson.stream.JsonReader)	reader	0
com.google.gson.TypeAdapter	fromJson(java.io.Reader)	in	0
com.google.gson.TypeAdapter	fromJsonTree(com.google.gson.JsonElement)	jsonTree	0
com.google.gson.stream.JsonWriter	JsonWriter(java.io.Writer)	out	0
com.google.gson.stream.JsonWriter	setIndent(java.lang.String)	indent	0
com.google.gson.stream.JsonWriter	setLenient(boolean)	lenient	0
com.google.gson.stream.JsonWriter	setHtmlSafe(boolean)	htmlSafe	0
com.google.gson.stream.JsonWriter	setSerializeNulls(boolean)	serializeNulls	0
com.google.gson.stream.JsonWriter	close(int,int,char)	nonempty	1
com.google.gson.stream.JsonWriter	close(int,int,char)	empty	0
com.google.gson.stream.JsonWriter	push(int)	newTop	0
com.google.gson.stream.JsonWriter	replaceTop(int)	topOfStack	0
com.google.gson.stream.JsonWriter	name(java.lang.String)	name	0
com.google.gson.stream.JsonWriter	value(java.lang.String)	value	0
com.google.gson.stream.JsonWriter	jsonValue(java.lang.String)	value	0
com.google.gson.stream.JsonWriter	value(java.lang.Boolean)	value	0
com.google.gson.stream.JsonWriter	value(double)	value	0
com.google.gson.stream.JsonWriter	value(java.lang.Number)	value	0
com.google.gson.stream.JsonWriter	string(java.lang.String)	value	0
com.google.gson.stream.JsonReader	JsonReader(java.io.Reader)	in	0
com.google.gson.stream.JsonReader	setLenient(boolean)	lenient	0
com.google.gson.stream.JsonReader	isLiteral(char)	c	0
com.google.gson.stream.JsonReader	nextQuotedValue(char)	quote	0
com.google.gson.stream.JsonReader	skipQuotedValue(char)	quote	0
com.google.gson.stream.JsonReader	push(int)	newTop	0
com.google.gson.stream.JsonReader	fillBuffer(int)	minimum	0
com.google.gson.stream.JsonReader	nextNonWhitespace(boolean)	throwOnEof	0
com.google.gson.stream.JsonReader	skipTo(java.lang.String)	toFind	0
com.google.gson.stream.JsonReader	syntaxError(java.lang.String)	message	0
com.google.gson.stream.JsonReader$1	promoteNameToValue(com.google.gson.stream.JsonReader)	reader	0
com.google.gson.internal.ConstructorConstructor	ConstructorConstructor(java.util.Map)	instanceCreators	0
com.google.gson.internal.ConstructorConstructor	get(com.google.gson.reflect.TypeToken)	typeToken	0
com.google.gson.internal.ConstructorConstructor	newDefaultConstructor(java.lang.Class)	rawType	0
com.google.gson.internal.ConstructorConstructor	newDefaultImplementationConstructor(java.lang.reflect.Type,java.lang.Class)	type	0
com.google.gson.internal.ConstructorConstructor	newUnsafeAllocator(java.lang.reflect.Type,java.lang.Class)	type	0
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory	JsonAdapterAnnotationTypeAdapterFactory(com.google.gson.internal.ConstructorConstructor)	constructorConstructor	0
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory	create(com.google.gson.Gson,com.google.gson.reflect.TypeToken)	targetType	1
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory	getTypeAdapter(com.google.gson.internal.ConstructorConstructor,com.google.gson.Gson,com.google.gson.reflect.TypeToken,com.google.gson.annotations.JsonAdapter)	annotation	3
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory	getTypeAdapter(com.google.gson.internal.ConstructorConstructor,com.google.gson.Gson,com.google.gson.reflect.TypeToken,com.google.gson.annotations.JsonAdapter)	gson	1
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory	getTypeAdapter(com.google.gson.internal.ConstructorConstructor,com.google.gson.Gson,com.google.gson.reflect.TypeToken,com.google.gson.annotations.JsonAdapter)	type	2
com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory	getTypeAdapter(com.google.gson.internal.ConstructorConstructor,com.google.gson.Gson,com.google.gson.reflect.TypeToken,com.google.gson.annotations.JsonAdapter)	constructorConstructor	0
com.google.gson.DefaultDateTypeAdapter	verifyDateType(java.lang.Class)	dateType	0
com.google.gson.DefaultDateTypeAdapter	write(com.google.gson.stream.JsonWriter,java.util.Date)	value	1
com.google.gson.DefaultDateTypeAdapter	write(com.google.gson.stream.JsonWriter,java.util.Date)	out	0
com.google.gson.DefaultDateTypeAdapter	read(com.google.gson.stream.JsonReader)	in	0
com.google.gson.DefaultDateTypeAdapter	deserializeToDate(java.lang.String)	s	0
com.google.gson.JsonStreamParser	JsonStreamParser(java.io.Reader)	reader	0
com.google.gson.internal.LinkedHashTreeMap$1	compare(java.lang.Comparable,java.lang.Comparable)	a	0
com.google.gson.internal.LinkedHashTreeMap	LinkedHashTreeMap(java.util.Comparator)	comparator	0
com.google.gson.internal.LinkedHashTreeMap	put(K,V)	key	0
com.google.gson.internal.LinkedHashTreeMap	put(K,V)	value	1
com.google.gson.internal.LinkedHashTreeMap	find(K,boolean)	create	1
com.google.gson.internal.LinkedHashTreeMap	find(K,boolean)	key	0
com.google.gson.internal.LinkedHashTreeMap	findByObject(java.lang.Object)	key	0
com.google.gson.internal.LinkedHashTreeMap	equal(java.lang.Object,java.lang.Object)	a	0
com.google.gson.internal.LinkedHashTreeMap	equal(java.lang.Object,java.lang.Object)	b	1
com.google.gson.internal.LinkedHashTreeMap	secondaryHash(int)	h	0
com.google.gson.internal.LinkedHashTreeMap	removeInternal(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	unlink	1
com.google.gson.internal.LinkedHashTreeMap	removeInternal(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	node	0
com.google.gson.internal.LinkedHashTreeMap	replaceInParent(com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	replacement	1
com.google.gson.internal.LinkedHashTreeMap	replaceInParent(com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	node	0
com.google.gson.internal.LinkedHashTreeMap	rebalance(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	insert	1
com.google.gson.internal.LinkedHashTreeMap	rebalance(com.google.gson.internal.LinkedHashTreeMap.Node,boolean)	unbalanced	0
com.google.gson.internal.LinkedHashTreeMap	rotateLeft(com.google.gson.internal.LinkedHashTreeMap.Node)	root	0
com.google.gson.internal.LinkedHashTreeMap	rotateRight(com.google.gson.internal.LinkedHashTreeMap.Node)	root	0
com.google.gson.internal.LinkedHashTreeMap$Node	Node(com.google.gson.internal.LinkedHashTreeMap.Node,K,int,com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	hash	2
com.google.gson.internal.LinkedHashTreeMap$Node	Node(com.google.gson.internal.LinkedHashTreeMap.Node,K,int,com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	parent	0
com.google.gson.internal.LinkedHashTreeMap$Node	Node(com.google.gson.internal.LinkedHashTreeMap.Node,K,int,com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	next	3
com.google.gson.internal.LinkedHashTreeMap$Node	Node(com.google.gson.internal.LinkedHashTreeMap.Node,K,int,com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	prev	4
com.google.gson.internal.LinkedHashTreeMap$Node	Node(com.google.gson.internal.LinkedHashTreeMap.Node,K,int,com.google.gson.internal.LinkedHashTreeMap.Node,com.google.gson.internal.LinkedHashTreeMap.Node)	key	1
com.google.gson.internal.LinkedHashTreeMap$Node	setValue(V)	value	0
com.google.gson.internal.LinkedHashTreeMap$Node	equals(java.lang.Object)	o	0
com.google.gson.internal.LinkedHashTreeMap	doubleCapacity(com.google.gson.internal.LinkedHashTreeMap.Node[])	oldTable	0
com.google.gson.internal.LinkedHashTreeMap$AvlIterator	reset(com.google.gson.internal.LinkedHashTreeMap.Node)	root	0
com.google.gson.internal.LinkedHashTreeMap$AvlBuilder	reset(int)	targetSize	0
com.google.gson.internal.LinkedHashTreeMap$AvlBuilder	add(com.google.gson.internal.LinkedHashTreeMap.Node)	node	0
com.google.gson.internal.LinkedHashTreeMap$EntrySet	contains(java.lang.Object)	o	0
com.google.gson.internal.LinkedHashTreeMap$EntrySet	remove(java.lang.Object)	o	0
com.google.gson.internal.Streams	parse(com.google.gson.stream.JsonReader)	reader	0
com.google.gson.internal.Streams	writerForAppendable(java.lang.Appendable)	appendable	0
com.google.gson.internal.Streams$AppendableWriter	AppendableWriter(java.lang.Appendable)	appendable	0
com.google.gson.internal.Streams$AppendableWriter	write(char[],int,int)	chars	0
com.google.gson.internal.Streams$AppendableWriter$CurrentWrite	charAt(int)	i	0
com.google.gson.internal.Streams$AppendableWriter$CurrentWrite	subSequence(int,int)	end	1
com.google.gson.internal.Streams$AppendableWriter$CurrentWrite	subSequence(int,int)	start	0
com.google.gson.internal.LazilyParsedNumber	LazilyParsedNumber(java.lang.String)	value	0
com.google.gson.internal.LazilyParsedNumber	equals(java.lang.Object)	obj	0
com.google.gson.internal.Primitives	isPrimitive(java.lang.reflect.Type)	type	0
com.google.gson.internal.Primitives	isWrapperType(java.lang.reflect.Type)	type	0
com.google.gson.internal.Primitives	wrap(java.lang.Class)	type	0
com.google.gson.internal.Primitives	unwrap(java.lang.Class)	type	0
com.google.gson.internal.JavaVersion	parseDotted(java.lang.String)	javaVersion	0
com.google.gson.internal.JavaVersion	extractBeginningInt(java.lang.String)	javaVersion	0
com.google.gson.internal.$Gson$Preconditions	checkNotNull(T)	obj	0
com.google.gson.internal.$Gson$Preconditions	checkArgument(boolean)	condition	0
com.google.gson.internal.reflect.UnsafeReflectionAccessor	makeAccessible(java.lang.reflect.AccessibleObject)	ao	0
com.google.gson.internal.reflect.PreJava9ReflectionAccessor	makeAccessible(java.lang.reflect.AccessibleObject)	ao	0
com.google.gson.internal.UnsafeAllocator$4	newInstance(java.lang.Class)	c	0
com.google.gson.internal.UnsafeAllocator	assertInstantiable(java.lang.Class)	c	0
com.google.gson.internal.$Gson$Types	newParameterizedTypeWithOwner(java.lang.reflect.Type,java.lang.reflect.Type,java.lang.reflect.Type[])	rawType	1
com.google.gson.internal.$Gson$Types	newParameterizedTypeWithOwner(java.lang.reflect.Type,java.lang.reflect.Type,java.lang.reflect.Type[])	ownerType	0
com.google.gson.internal.$Gson$Types	newParameterizedTypeWithOwner(java.lang.reflect.Type,java.lang.reflect.Type,java.lang.reflect.Type[])	typeArguments	2
com.google.gson.internal.$Gson$Types	arrayOf(java.lang.reflect.Type)	componentType	0
com.google.gson.internal.$Gson$Types	subtypeOf(java.lang.reflect.Type)	bound	0
com.google.gson.internal.$Gson$Types	supertypeOf(java.lang.reflect.Type)	bound	0
com.google.gson.internal.$Gson$Types	canonicalize(java.lang.reflect.Type)	type	0
com.google.gson.internal.$Gson$Types	getRawType(java.lang.reflect.Type)	type	0
com.google.gson.internal.$Gson$Types	equal(java.lang.Object,java.lang.Object)	a	0
com.google.gson.internal.$Gson$Types	equal(java.lang.Object,java.lang.Object)	b	1
com.google.gson.internal.$Gson$Types	equals(java.lang.reflect.Type,java.lang.reflect.Type)	a	0
com.google.gson.internal.$Gson$Types	equals(java.lang.reflect.Type,java.lang.reflect.Type)	b	1
com.google.gson.internal.$Gson$Types	hashCodeOrZero(java.lang.Object)	o	0
com.google.gson.internal.$Gson$Types	typeToString(java.lang.reflect.Type)	type	0
com.google.gson.internal.$Gson$Types	getGenericSupertype(java.lang.reflect.Type,java.lang.Class,java.lang.Class)	rawType	1
com.google.gson.internal.$Gson$Types	getGenericSupertype(java.lang.reflect.Type,java.lang.Class,java.lang.Class)	toResolve	2
com.google.gson.internal.$Gson$Types	getGenericSupertype(java.lang.reflect.Type,java.lang.Class,java.lang.Class)	context	0
com.google.gson.internal.$Gson$Types	getSupertype(java.lang.reflect.Type,java.lang.Class,java.lang.Class)	context	0
